instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Day_type,year,season_label,weather_label
15575,2012-10-16,4,1,10,3.0,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,Hari Kerja,2012,Winter,Baik
15576,2012-10-16,4,1,10,4.0,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,Hari Kerja,2012,Winter,Baik
15577,2012-10-16,4,1,10,5.0,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,Hari Kerja,2012,Winter,Baik
15578,2012-10-16,4,1,10,6.0,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,Hari Kerja,2012,Winter,Baik
15579,2012-10-16,4,1,10,7.0,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,Hari Kerja,2012,Winter,Baik
15580,2012-10-16,4,1,10,8.0,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,Hari Kerja,2012,Winter,Baik
15581,2012-10-16,4,1,10,9.0,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,Hari Kerja,2012,Winter,Baik
15582,2012-10-16,4,1,10,10.0,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,Hari Kerja,2012,Winter,Baik
15583,2012-10-16,4,1,10,11.0,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,Hari Kerja,2012,Winter,Baik
15584,2012-10-16,4,1,10,12.0,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,Hari Kerja,2012,Winter,Sedang
15585,2012-10-16,4,1,10,13.0,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,Hari Kerja,2012,Winter,Baik
15586,2012-10-16,4,1,10,14.0,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,Hari Kerja,2012,Winter,Baik
15587,2012-10-16,4,1,10,15.0,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,Hari Kerja,2012,Winter,Baik
15588,2012-10-16,4,1,10,16.0,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,Hari Kerja,2012,Winter,Baik
15589,2012-10-16,4,1,10,17.0,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,Hari Kerja,2012,Winter,Baik
15590,2012-10-16,4,1,10,18.0,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,Hari Kerja,2012,Winter,Baik
15591,2012-10-16,4,1,10,19.0,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,Hari Kerja,2012,Winter,Baik
15592,2012-10-16,4,1,10,20.0,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,Hari Kerja,2012,Winter,Baik
15593,2012-10-16,4,1,10,21.0,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,Hari Kerja,2012,Winter,Baik
15594,2012-10-16,4,1,10,22.0,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,Hari Kerja,2012,Winter,Baik
15595,2012-10-16,4,1,10,23.0,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,Hari Kerja,2012,Winter,Baik
15596,2012-10-17,4,1,10,0.0,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,Hari Kerja,2012,Winter,Baik
15597,2012-10-17,4,1,10,1.0,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,Hari Kerja,2012,Winter,Baik
15598,2012-10-17,4,1,10,2.0,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,Hari Kerja,2012,Winter,Baik
15599,2012-10-17,4,1,10,3.0,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,Hari Kerja,2012,Winter,Baik
15600,2012-10-17,4,1,10,4.0,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,Hari Kerja,2012,Winter,Baik
15601,2012-10-17,4,1,10,5.0,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,Hari Kerja,2012,Winter,Sedang
15602,2012-10-17,4,1,10,6.0,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,Hari Kerja,2012,Winter,Baik
15603,2012-10-17,4,1,10,7.0,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,Hari Kerja,2012,Winter,Baik
15604,2012-10-17,4,1,10,8.0,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,Hari Kerja,2012,Winter,Sedang
15605,2012-10-17,4,1,10,9.0,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,Hari Kerja,2012,Winter,Sedang
15606,2012-10-17,4,1,10,10.0,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,Hari Kerja,2012,Winter,Sedang
15607,2012-10-17,4,1,10,11.0,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,Hari Kerja,2012,Winter,Sedang
15608,2012-10-17,4,1,10,12.0,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,Hari Kerja,2012,Winter,Sedang
15609,2012-10-17,4,1,10,13.0,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,Hari Kerja,2012,Winter,Sedang
15610,2012-10-17,4,1,10,14.0,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,Hari Kerja,2012,Winter,Sedang
15611,2012-10-17,4,1,10,15.0,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,Hari Kerja,2012,Winter,Sedang
15612,2012-10-17,4,1,10,16.0,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,Hari Kerja,2012,Winter,Baik
15613,2012-10-17,4,1,10,17.0,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,Hari Kerja,2012,Winter,Baik
15614,2012-10-17,4,1,10,18.0,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,Hari Kerja,2012,Winter,Baik
15615,2012-10-17,4,1,10,19.0,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,Hari Kerja,2012,Winter,Baik
15616,2012-10-17,4,1,10,20.0,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,Hari Kerja,2012,Winter,Baik
15617,2012-10-17,4,1,10,21.0,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,Hari Kerja,2012,Winter,Baik
15618,2012-10-17,4,1,10,22.0,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,Hari Kerja,2012,Winter,Baik
15619,2012-10-17,4,1,10,23.0,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,Hari Kerja,2012,Winter,Baik
15620,2012-10-18,4,1,10,0.0,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,Hari Kerja,2012,Winter,Baik
15621,2012-10-18,4,1,10,1.0,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,Hari Kerja,2012,Winter,Baik
15622,2012-10-18,4,1,10,2.0,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,Hari Kerja,2012,Winter,Baik
15623,2012-10-18,4,1,10,3.0,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Hari Kerja,2012,Winter,Baik
15624,2012-10-18,4,1,10,4.0,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Hari Kerja,2012,Winter,Baik
15625,2012-10-18,4,1,10,5.0,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,Hari Kerja,2012,Winter,Baik
15626,2012-10-18,4,1,10,6.0,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,Hari Kerja,2012,Winter,Baik
15627,2012-10-18,4,1,10,7.0,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,Hari Kerja,2012,Winter,Baik
15628,2012-10-18,4,1,10,8.0,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,Hari Kerja,2012,Winter,Baik
15629,2012-10-18,4,1,10,9.0,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,Hari Kerja,2012,Winter,Sedang
15630,2012-10-18,4,1,10,10.0,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,Hari Kerja,2012,Winter,Sedang
15631,2012-10-18,4,1,10,11.0,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,Hari Kerja,2012,Winter,Sedang
15632,2012-10-18,4,1,10,12.0,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,Hari Kerja,2012,Winter,Sedang
15633,2012-10-18,4,1,10,13.0,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,Hari Kerja,2012,Winter,Baik
15634,2012-10-18,4,1,10,14.0,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,Hari Kerja,2012,Winter,Sedang
15635,2012-10-18,4,1,10,15.0,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,Hari Kerja,2012,Winter,Sedang
15636,2012-10-18,4,1,10,16.0,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,Hari Kerja,2012,Winter,Baik
15637,2012-10-18,4,1,10,17.0,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,Hari Kerja,2012,Winter,Sedang
15638,2012-10-18,4,1,10,18.0,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,Hari Kerja,2012,Winter,Sedang
15639,2012-10-18,4,1,10,19.0,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,Hari Kerja,2012,Winter,Sedang
15640,2012-10-18,4,1,10,20.0,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,Hari Kerja,2012,Winter,Sedang
15641,2012-10-18,4,1,10,21.0,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,Hari Kerja,2012,Winter,Sedang
15642,2012-10-18,4,1,10,22.0,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,Hari Kerja,2012,Winter,Sedang
15643,2012-10-18,4,1,10,23.0,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117,Hari Kerja,2012,Winter,Sedang
15644,2012-10-19,4,1,10,0.0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,Hari Kerja,2012,Winter,Sedang
15645,2012-10-19,4,1,10,1.0,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16,Hari Kerja,2012,Winter,Sedikit Buruk
15646,2012-10-19,4,1,10,2.0,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10,Hari Kerja,2012,Winter,Sedang
15647,2012-10-19,4,1,10,3.0,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5,Hari Kerja,2012,Winter,Sedang
15648,2012-10-19,4,1,10,4.0,0,5,1,2,0.56,0.5303,0.83,0.0,1,5,6,Hari Kerja,2012,Winter,Sedang
15649,2012-10-19,4,1,10,5.0,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36,Hari Kerja,2012,Winter,Sedang
15650,2012-10-19,4,1,10,6.0,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,Hari Kerja,2012,Winter,Sedikit Buruk
15651,2012-10-19,4,1,10,7.0,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154,Hari Kerja,2012,Winter,Sedikit Buruk
15652,2012-10-19,4,1,10,8.0,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,Hari Kerja,2012,Winter,Sedang
15653,2012-10-19,4,1,10,9.0,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,Hari Kerja,2012,Winter,Sedang
15654,2012-10-19,4,1,10,10.0,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,Hari Kerja,2012,Winter,Sedang
15655,2012-10-19,4,1,10,11.0,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,Hari Kerja,2012,Winter,Baik
15656,2012-10-19,4,1,10,12.0,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332,Hari Kerja,2012,Winter,Baik
15657,2012-10-19,4,1,10,13.0,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,Hari Kerja,2012,Winter,Baik
15658,2012-10-19,4,1,10,14.0,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365,Hari Kerja,2012,Winter,Baik
15659,2012-10-19,4,1,10,15.0,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395,Hari Kerja,2012,Winter,Baik
15660,2012-10-19,4,1,10,16.0,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565,Hari Kerja,2012,Winter,Sedikit Buruk
15661,2012-10-19,4,1,10,17.0,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425,Hari Kerja,2012,Winter,Sedikit Buruk
15662,2012-10-19,4,1,10,18.0,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233,Hari Kerja,2012,Winter,Baik
15663,2012-10-19,4,1,10,19.0,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232,Hari Kerja,2012,Winter,Baik
15664,2012-10-19,4,1,10,20.0,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229,Hari Kerja,2012,Winter,Baik
15665,2012-10-19,4,1,10,21.0,0,5,1,1,0.5,0.4848,0.77,0.0,17,189,206,Hari Kerja,2012,Winter,Baik
15666,2012-10-19,4,1,10,22.0,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190,Hari Kerja,2012,Winter,Baik
15667,2012-10-19,4,1,10,23.0,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131,Hari Kerja,2012,Winter,Baik
15668,2012-10-20,4,1,10,0.0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,Hari Libur,2012,Winter,Baik
15669,2012-10-20,4,1,10,1.0,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,Hari Libur,2012,Winter,Baik
15670,2012-10-20,4,1,10,2.0,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,Hari Libur,2012,Winter,Baik
15671,2012-10-20,4,1,10,3.0,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,Hari Libur,2012,Winter,Baik
15672,2012-10-20,4,1,10,4.0,0,6,0,1,0.44,0.4394,0.72,0.0,9,9,18,Hari Libur,2012,Winter,Baik
15673,2012-10-20,4,1,10,5.0,0,6,0,1,0.4,0.4091,0.82,0.0,6,7,13,Hari Libur,2012,Winter,Baik
15674,2012-10-20,4,1,10,6.0,0,6,0,1,0.42,0.4242,0.71,0.0,5,26,31,Hari Libur,2012,Winter,Baik
15675,2012-10-20,4,1,10,7.0,0,6,0,1,0.4,0.4091,0.82,0.0,6,59,65,Hari Libur,2012,Winter,Baik
15676,2012-10-20,4,1,10,8.0,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,Hari Libur,2012,Winter,Baik
15677,2012-10-20,4,1,10,9.0,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,Hari Libur,2012,Winter,Baik
15678,2012-10-20,4,1,10,10.0,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,Hari Libur,2012,Winter,Baik
15679,2012-10-20,4,1,10,11.0,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,Hari Libur,2012,Winter,Baik
15680,2012-10-20,4,1,10,12.0,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,Hari Libur,2012,Winter,Baik
15681,2012-10-20,4,1,10,13.0,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,Hari Libur,2012,Winter,Baik
15682,2012-10-20,4,1,10,14.0,0,6,0,1,0.56,0.5303,0.4,0.0,335,376,711,Hari Libur,2012,Winter,Baik
15683,2012-10-20,4,1,10,15.0,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711,Hari Libur,2012,Winter,Baik
15684,2012-10-20,4,1,10,16.0,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,Hari Libur,2012,Winter,Baik
15685,2012-10-20,4,1,10,17.0,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,Hari Libur,2012,Winter,Baik
15686,2012-10-20,4,1,10,18.0,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,Hari Libur,2012,Winter,Baik
15687,2012-10-20,4,1,10,19.0,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,Hari Libur,2012,Winter,Baik
15688,2012-10-20,4,1,10,20.0,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259,Hari Libur,2012,Winter,Baik
15689,2012-10-20,4,1,10,21.0,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,Hari Libur,2012,Winter,Baik
15690,2012-10-20,4,1,10,22.0,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202,Hari Libur,2012,Winter,Baik
15691,2012-10-20,4,1,10,23.0,0,6,0,1,0.42,0.4242,0.58,0.0,27,136,163,Hari Libur,2012,Winter,Baik
15692,2012-10-21,4,1,10,0.0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154,Hari Libur,2012,Winter,Baik
15693,2012-10-21,4,1,10,1.0,0,0,0,1,0.42,0.4242,0.58,0.2239,20,97,117,Hari Libur,2012,Winter,Baik
15694,2012-10-21,4,1,10,2.0,0,0,0,1,0.4,0.4091,0.62,0.1642,44,88,132,Hari Libur,2012,Winter,Baik
15695,2012-10-21,4,1,10,3.0,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41,Hari Libur,2012,Winter,Baik
15696,2012-10-21,4,1,10,4.0,0,0,0,1,0.36,0.3485,0.71,0.1642,8,13,21,Hari Libur,2012,Winter,Baik
15697,2012-10-21,4,1,10,5.0,0,0,0,1,0.38,0.3939,0.66,0.0896,6,4,10,Hari Libur,2012,Winter,Baik
15698,2012-10-21,4,1,10,6.0,0,0,0,1,0.4,0.4091,0.62,0.0,8,18,26,Hari Libur,2012,Winter,Baik
15699,2012-10-21,4,1,10,7.0,0,0,0,1,0.4,0.4091,0.62,0.0,13,43,56,Hari Libur,2012,Winter,Baik
15700,2012-10-21,4,1,10,8.0,0,0,0,1,0.42,0.4242,0.67,0.0,39,104,143,Hari Libur,2012,Winter,Baik
15701,2012-10-21,4,1,10,9.0,0,0,0,1,0.46,0.4545,0.55,0.1642,77,192,269,Hari Libur,2012,Winter,Baik
15702,2012-10-21,4,1,10,10.0,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443,Hari Libur,2012,Winter,Baik
15703,2012-10-21,4,1,10,11.0,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547,Hari Libur,2012,Winter,Baik
15704,2012-10-21,4,1,10,12.0,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675,Hari Libur,2012,Winter,Baik
15705,2012-10-21,4,1,10,13.0,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626,Hari Libur,2012,Winter,Baik
15706,2012-10-21,4,1,10,14.0,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640,Hari Libur,2012,Winter,Baik
15707,2012-10-21,4,1,10,15.0,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623,Hari Libur,2012,Winter,Baik
15708,2012-10-21,4,1,10,16.0,0,0,0,1,0.54,0.5152,0.37,0.2239,182,409,591,Hari Libur,2012,Winter,Baik
15709,2012-10-21,4,1,10,17.0,0,0,0,1,0.52,0.5,0.39,0.2537,153,338,491,Hari Libur,2012,Winter,Baik
15710,2012-10-21,4,1,10,18.0,0,0,0,1,0.52,0.5,0.39,0.194,71,342,413,Hari Libur,2012,Winter,Baik
15711,2012-10-21,4,1,10,19.0,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266,Hari Libur,2012,Winter,Baik
15712,2012-10-21,4,1,10,20.0,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195,Hari Libur,2012,Winter,Baik
15713,2012-10-21,4,1,10,21.0,0,0,0,1,0.42,0.4242,0.54,0.1642,42,124,166,Hari Libur,2012,Winter,Baik
15714,2012-10-21,4,1,10,22.0,0,0,0,1,0.42,0.4242,0.54,0.0,18,95,113,Hari Libur,2012,Winter,Baik
15715,2012-10-21,4,1,10,23.0,0,0,0,1,0.44,0.4394,0.54,0.0,7,59,66,Hari Libur,2012,Winter,Baik
15716,2012-10-22,4,1,10,0.0,0,1,1,1,0.4,0.4091,0.62,0.0,3,28,31,Hari Kerja,2012,Winter,Baik
15717,2012-10-22,4,1,10,1.0,0,1,1,1,0.4,0.4091,0.71,0.0,0,11,11,Hari Kerja,2012,Winter,Baik
15718,2012-10-22,4,1,10,2.0,0,1,1,1,0.38,0.3939,0.71,0.0,1,4,5,Hari Kerja,2012,Winter,Baik
15719,2012-10-22,4,1,10,3.0,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6,Hari Kerja,2012,Winter,Baik
15720,2012-10-22,4,1,10,4.0,0,1,1,1,0.38,0.3939,0.66,0.0,1,6,7,Hari Kerja,2012,Winter,Baik
15721,2012-10-22,4,1,10,5.0,0,1,1,1,0.38,0.3939,0.76,0.0896,2,44,46,Hari Kerja,2012,Winter,Baik
15722,2012-10-22,4,1,10,6.0,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144,Hari Kerja,2012,Winter,Baik
15723,2012-10-22,4,1,10,7.0,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452,Hari Kerja,2012,Winter,Baik
15724,2012-10-22,4,1,10,8.0,0,1,1,1,0.44,0.4394,0.67,0.0,32,696,728,Hari Kerja,2012,Winter,Baik
15725,2012-10-22,4,1,10,9.0,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360,Hari Kerja,2012,Winter,Baik
15726,2012-10-22,4,1,10,10.0,0,1,1,1,0.5,0.4848,0.55,0.0,51,161,212,Hari Kerja,2012,Winter,Baik
15727,2012-10-22,4,1,10,11.0,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211,Hari Kerja,2012,Winter,Baik
15728,2012-10-22,4,1,10,12.0,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283,Hari Kerja,2012,Winter,Baik
15729,2012-10-22,4,1,10,13.0,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315,Hari Kerja,2012,Winter,Baik
15730,2012-10-22,4,1,10,14.0,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282,Hari Kerja,2012,Winter,Baik
15731,2012-10-22,4,1,10,15.0,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296,Hari Kerja,2012,Winter,Baik
15732,2012-10-22,4,1,10,16.0,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524,Hari Kerja,2012,Winter,Baik
15733,2012-10-22,4,1,10,17.0,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922,Hari Kerja,2012,Winter,Baik
15734,2012-10-22,4,1,10,18.0,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786,Hari Kerja,2012,Winter,Baik
15735,2012-10-22,4,1,10,19.0,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,Hari Kerja,2012,Winter,Baik
15736,2012-10-22,4,1,10,20.0,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403,Hari Kerja,2012,Winter,Baik
15737,2012-10-22,4,1,10,21.0,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,Hari Kerja,2012,Winter,Baik
15738,2012-10-22,4,1,10,22.0,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183,Hari Kerja,2012,Winter,Baik
15739,2012-10-22,4,1,10,23.0,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163,Hari Kerja,2012,Winter,Baik
15740,2012-10-23,4,1,10,0.0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37,Hari Kerja,2012,Winter,Baik
15741,2012-10-23,4,1,10,1.0,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17,Hari Kerja,2012,Winter,Baik
15742,2012-10-23,4,1,10,2.0,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7,Hari Kerja,2012,Winter,Baik
15743,2012-10-23,4,1,10,3.0,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1,Hari Kerja,2012,Winter,Baik
15744,2012-10-23,4,1,10,4.0,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7,Hari Kerja,2012,Winter,Baik
15745,2012-10-23,4,1,10,5.0,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,Hari Kerja,2012,Winter,Baik
15746,2012-10-23,4,1,10,6.0,0,2,1,1,0.4,0.4091,0.82,0.0896,6,152,158,Hari Kerja,2012,Winter,Baik
15747,2012-10-23,4,1,10,7.0,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519,531,Hari Kerja,2012,Winter,Sedang
15748,2012-10-23,4,1,10,8.0,0,2,1,2,0.46,0.4545,0.72,0.0896,28,733,761,Hari Kerja,2012,Winter,Sedang
15749,2012-10-23,4,1,10,9.0,0,2,1,2,0.5,0.4848,0.72,0.1045,29,305,334,Hari Kerja,2012,Winter,Sedang
15750,2012-10-23,4,1,10,10.0,0,2,1,1,0.54,0.5152,0.6,0.0,50,171,221,Hari Kerja,2012,Winter,Baik
15751,2012-10-23,4,1,10,11.0,0,2,1,1,0.6,0.6212,0.53,0.0,52,201,253,Hari Kerja,2012,Winter,Baik
15752,2012-10-23,4,1,10,12.0,0,2,1,2,0.62,0.6212,0.46,0.0896,80,298,378,Hari Kerja,2012,Winter,Sedang
15753,2012-10-23,4,1,10,13.0,0,2,1,2,0.64,0.6212,0.44,0.0,59,244,303,Hari Kerja,2012,Winter,Sedang
15754,2012-10-23,4,1,10,14.0,0,2,1,1,0.68,0.6364,0.41,0.1642,67,229,296,Hari Kerja,2012,Winter,Baik
15755,2012-10-23,4,1,10,15.0,0,2,1,1,0.68,0.6364,0.41,0.2239,76,270,346,Hari Kerja,2012,Winter,Baik
15756,2012-10-23,4,1,10,16.0,0,2,1,1,0.68,0.6364,0.44,0.0896,108,433,541,Hari Kerja,2012,Winter,Baik
15757,2012-10-23,4,1,10,17.0,0,2,1,1,0.68,0.6364,0.41,0.0,67,871,938,Hari Kerja,2012,Winter,Baik
15758,2012-10-23,4,1,10,18.0,0,2,1,1,0.62,0.6212,0.53,0.0896,64,762,826,Hari Kerja,2012,Winter,Baik
15759,2012-10-23,4,1,10,19.0,0,2,1,1,0.62,0.6212,0.57,0.0896,25,457,482,Hari Kerja,2012,Winter,Baik
15760,2012-10-23,4,1,10,20.0,0,2,1,1,0.58,0.5455,0.64,0.1343,45,334,379,Hari Kerja,2012,Winter,Baik
15761,2012-10-23,4,1,10,21.0,0,2,1,1,0.56,0.5303,0.68,0.0,35,260,295,Hari Kerja,2012,Winter,Baik
15762,2012-10-23,4,1,10,22.0,0,2,1,1,0.56,0.5303,0.68,0.1045,20,174,194,Hari Kerja,2012,Winter,Baik
15763,2012-10-23,4,1,10,23.0,0,2,1,1,0.54,0.5152,0.73,0.1045,9,102,111,Hari Kerja,2012,Winter,Baik
15764,2012-10-24,4,1,10,0.0,0,3,1,1,0.54,0.5152,0.73,0.0896,7,39,46,Hari Kerja,2012,Winter,Baik
15765,2012-10-24,4,1,10,1.0,0,3,1,1,0.54,0.5152,0.68,0.0,4,23,27,Hari Kerja,2012,Winter,Baik
15766,2012-10-24,4,1,10,2.0,0,3,1,1,0.54,0.5152,0.68,0.0,0,6,6,Hari Kerja,2012,Winter,Baik
15767,2012-10-24,4,1,10,3.0,0,3,1,1,0.5,0.4848,0.77,0.0896,0,4,4,Hari Kerja,2012,Winter,Baik
15768,2012-10-24,4,1,10,4.0,0,3,1,1,0.5,0.4848,0.77,0.0896,1,5,6,Hari Kerja,2012,Winter,Baik
15769,2012-10-24,4,1,10,5.0,0,3,1,1,0.5,0.4848,0.82,0.0,1,52,53,Hari Kerja,2012,Winter,Baik
15770,2012-10-24,4,1,10,6.0,0,3,1,1,0.48,0.4697,0.82,0.1045,11,162,173,Hari Kerja,2012,Winter,Baik
